operateur;dsp;thematique;indicateur;mode;groupe_de_lignes;id_line;ligne;trimestre;annee;resultat_indicateurs_en;resultat_indicateurs_en_occurrence;objectif_reference_contrat;penalite
RATP;;Accessibilité;Délai d'information en cas de pannes de plus de 48h des ascenseurs;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T4;2022;;0;;Oui
RATP;;Accessibilité;Délai d'information en cas de pannes de plus de 48h des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T1;2022;;0;;Oui
RATP;;Accessibilité;Délai d'information en cas de pannes de plus de 48h des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T2;2022;;2;;Oui
RATP;;Ventes & Validations;Disponibilité des appareils de distribution;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T2;2022;98.1;;98.5;Non
RATP;;Ventes & Validations;Disponibilité des appareils de distribution;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T3;2022;97.5;;97.7;Non
RATP;;Accessibilité;Disponibilité des ascenseurs;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T1;2022;99.3;;98;Non
RATP;;Accessibilité;Disponibilité des ascenseurs;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T3;2022;98.7;;98;Non
RATP;;Sûreté;Disponibilité des bornes d'appel voyageurs;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T1;2022;99;;98.9;Non
RATP;;Sûreté;Disponibilité des équipements de vidéoprotection et station/gare;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T1;2022;98.7;;98.5;Non
RATP;;Sûreté;Disponibilité des équipements de vidéoprotection et station/gare;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T4;2022;97.9;;98.5;Non
RATP;;Accessibilité;Disponibilité des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T1;2022;97.7;;97.5;Non
RATP;;Accessibilité;Disponibilité des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T4;2022;97.3;;97.5;Non
RATP;;Accessibilité;Disponibilité des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T4;2022;97.8;;97.5;Non
RATP;;Ventes & Validations;Disponibilité des lignes de péages;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T1;2022;98.1;;98.5;Non
RATP;;Ventes & Validations;Disponibilité des lignes de péages;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T2;2022;98.2;;98;Non
RATP;;Ventes & Validations;Disponibilité des lignes de péages;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T3;2022;98.4;;98.5;Non
RATP;;Ventes & Validations;Disponibilité des lignes de péages;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T4;2022;97.2;;98;Non
RATP;;Information voyageurs;Information dynamique en situation normale à bord;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T3;2022;100;;99;Non
RATP;;Information voyageurs;Information dynamique en situation normale à bord;Métro;Lignes métro classiques;"C01372; C01374; C01383";"Ligne 2; 4; 13";T3;2022;100;;99;Non
RATP;;Information voyageurs;Information en cas de grève;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T4;2022;100;;95;Oui
RATP;;Information voyageurs;Information en cas de travaux;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T1;2022;100;;99;Non
RATP;;Information voyageurs;Information en cas de travaux;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T4;2022;100;;99;Non
RATP;;Information voyageurs;Information en cas de travaux;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T4;2022;100;;99;Non
RATP;;Information voyageurs;Information en situation perturbée imprévue à bord;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T2;2022;85.9;;80.4;Non
RATP;;Information voyageurs;Information en situation perturbée imprévue en station et à distance;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T1;2022;85.5;;83;Non
RATP;;Information voyageurs;Information en situation perturbée imprévue en station et à distance;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T1;2022;82.2;;82;Non
RATP;;Information voyageurs;Information statique en situation normale à bord;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne1; 14";T3;2022;100;;98;Non
RATP;;Information voyageurs;Information statique en situation normale à bord;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne1; 14";T4;2022;100;;98;Non
RATP;;Information voyageurs;Information statique en situation normale à bord;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T4;2022;100;;98;Non
RATP;;Information voyageurs;Information statique en situation normale en station et gare;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T3;2022;99.5;;99.5;Non
RATP;;Information voyageurs;Information statique en situation normale en station et gare;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T4;2022;99.8;;99.5;Non
RATP;;Propreté;Propreté des stations et gares;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T2;2022;93;;92.5;Non
RATP;;Propreté;Propreté des trains;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T1;2022;91.9;;90;Non
RATP;;Propreté;Propreté des trains;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T3;2022;94.1;;93;Non
RATP;;Contact voyageurs;Qualité du contact voyageurs en station et en gare;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T3;2022;99.2;;98.8;Non
RATP;;Contact voyageurs;Qualité du contact voyageurs en station et en gare;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T3;2022;99.2;;98.8;Non
RATP;;Contact voyageurs;Qualité du contact voyageurs en station et en gare;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T4;2022;99.3;;98.8;Non
RATP;;Contact voyageurs;Qualité du contact voyageurs en station et en gare;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T4;2022;99.2;;98.8;Non
RATP;;Accessibilité;Respect des délais de remise en service des ascenseurs;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T3;2022;96.8;;98.5;Non
RATP;;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T2;2022;99.6;;98.5;Non
RATP;;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T2;2022;99.2;;98.5;Non
RATP;;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T4;2022;98.2;;98.5;Non
RATP;;Information voyageurs;Information en situation perturbée imprévue à bord;RER;;C01742;Ligne A;T1;2022;83.8;;72.7;Non
RATP;;Information voyageurs;Information en situation perturbée imprévue à bord;RER;;C01742;Ligne A;T2;2022;82.9;;72.7;Non
RATP;;Information voyageurs;Information en situation perturbée imprévue à bord;RER;;C01743;Ligne B;T3;2022;72.2;;74.5;Non
RATP;;Information voyageurs;Information en cas de travaux;RER;;C01742;Ligne A;T4;2022;100;;99;Non
RATP;;Information voyageurs;Information en cas de travaux;RER;;C01743;Ligne B;T4;2022;100;;99;Non
RATP;;Information voyageurs;Information statique en situation normale à bord;RER;;C01742;Ligne A;T1;2022;100;;98;Non
RATP;;Information voyageurs;Information statique en situation normale à bord;RER;;C01743;Ligne B;T2;2022;94.5;;98;Non
RATP;;Information voyageurs;Information statique en situation normale en station et gare;RER;;C01742;Ligne A;T1;2022;99.7;;99;Non
RATP;;Information voyageurs;Information statique en situation normale en station et gare;RER;;C01742;Ligne A;T2;2022;99.7;;99;Non
RATP;;Contact voyageurs;Qualité du contact voyageurs en station et en gare;RER;;C01742;Ligne A;T3;2022;98.7;;98.6;Non
RATP;;Contact voyageurs;Délai de contact à distance;RER;;C01742;Ligne A;T3;2022;96.4;;92;Oui
RATP;;Propreté;Propreté des trains;RER;;C01742;Ligne A;T4;2022;95.8;;94.5;Non
RATP;;Propreté;Propreté des trains;RER;;C01743;Ligne B;T2;2022;94.6;;93.7;Non
RATP;;Propreté;Propreté des trains;RER;;C01743;Ligne B;T3;2022;95;;93.7;Non
RATP;;Accessibilité;Disponibilité des ascenseurs;RER;;C01743;Ligne B;T1;2022;99.3;;99.5;Non
RATP;;Accessibilité;Disponibilité des ascenseurs;RER;;C01743;Ligne B;T2;2022;99.1;;99.5;Non
RATP;;Accessibilité;Disponibilité des ascenseurs;RER;;C01743;Ligne B;T3;2022;98.8;;99.5;Non
RATP;;Accessibilité;Respect des délais de remise en service des ascenseurs;RER;;C01742;Ligne A;T3;2022;99.3;;99;Non
RATP;;Accessibilité;Respect des délais de remise en service des ascenseurs;RER;;C01742;Ligne A;T4;2022;99.3;;99;Non
RATP;;Accessibilité;Respect des délais de remise en service des ascenseurs;RER;;C01743;Ligne B;T2;2022;97.6;;99;Non
RATP;;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;RER;;C01743;Ligne B;T1;2022;98;;99.5;Non
RATP;;Accessibilité;Délai d'information en cas de pannes de plus de 48h des escaliers mécaniques et trottoirs roulants;RER;;C01742;Ligne A;T2;2022;;0;;Oui
RATP;;Accessibilité;Délai d'information en cas de pannes de plus de 48h des escaliers mécaniques et trottoirs roulants;RER;;C01743;Ligne B;T3;2022;;1;;Oui
RATP;;Ventes & Validations;Disponibilité des appareils de distribution;RER;;C01742;Ligne A;T4;2022;97.4;;98.5;Non
RATP;;Ventes & Validations;Disponibilité des appareils de distribution;RER;;C01743;Ligne B;T2;2022;98.5;;98.5;Non
RATP;;Ventes & Validations;Disponibilité des appareils de distribution;RER;;C01743;Ligne B;T3;2022;98.1;;98.5;Non
RATP;;Ventes & Validations;Disponibilité des lignes de péages;RER;;C01742;Ligne A;T4;2022;97.1;;98.5;Non
RATP;;Ventes & Validations;Disponibilité des lignes de péages;RER;;C01743;Ligne B;T3;2022;97.6;;99;Non
RATP;;Ventes & Validations;Disponibilité des lignes de péages;RER;;C01743;Ligne B;T4;2022;97.7;;99;Non
RATP;;Sûreté;Disponibilité des bornes d'appel voyageurs;RER;;C01743;Ligne B;T1;2022;99.1;;98.9;Non
RATP;;Sûreté;Disponibilité des équipements de vidéoprotection et station/gare;RER;;C01743;Ligne B;T1;2022;98.7;;98.5;Non
RATP;;Contact voyageurs;Délai de contact à distance;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T3;2022;;0;;Oui
RATP;;Contact voyageurs;Délai de contact à distance;Tramway;Tramway groupe 1;C01389;Ligne T1;T4;2022;;0;;Oui
RATP;;Contact voyageurs;Délai de contact à distance;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T4;2022;;0;;Oui
RATP;;Contact voyageurs;Sécurité, confort de conduite;Tramway;Tramway groupe 1;C01389;Ligne T1;T1;2022;100;;98.5;Oui
RATP;;Contact voyageurs;Sécurité, confort de conduite;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T2;2022;100;;99;Oui
RATP;;Sûreté;Disponibilité des bornes d'appel voyageurs;Tramway;Tramway groupe 1;C01389;Ligne T1;T3;2022;100;;98.5;Non
RATP;;Sûreté;Disponibilité des bornes d'appel voyageurs;Tramway;Tramway groupe 3;"C01684; C01794; C01774; C01795";"Ligne T5; T6; T7; T8";T3;2022;100;;98.5;Non
RATP;;Ventes & Validations;Disponibilité des équipements de distribution;Tramway;Tramway groupe 1;C01389;Ligne T1;T1;2022;96.4;;98.5;Non
RATP;;Ventes & Validations;Disponibilité des équipements de distribution;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T2;2022;99.4;;98.5;Non
RATP;;Ventes & Validations;Disponibilité des équipements de distribution;Tramway;Tramway groupe 3;"C01684; C01794; C01774; C01795";"Ligne T5; T6; T7; T8";T2;2022;99.7;;98.5;Non
RATP;;Ventes & Validations;Disponibilité des équipements de distribution;Tramway;Tramway groupe 1;C01389;Ligne T1;T3;2022;97.3;;98.5;Non
RATP;;Ventes & Validations;Disponibilité des équipements de distribution;Tramway;Tramway groupe 1;C01389;Ligne T1;T4;2022;93.2;;98.5;Non
RATP;;Ventes & Validations;Disponibilité des équipements de validations;Tramway;Tramway groupe 3;"C01684; C01794; C01774; C01795";"Ligne T5; T6; T7; T8";T3;2022;98;;98;Non
RATP;;Information voyageurs;Information dynamique en situation normale à bord des véhicules;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"LigneT2; T3a; T3b";T1;2022;97.6;;99;Non
RATP;;Information voyageurs;Information dynamique en situation normale à bord des véhicules;Tramway;Tramway groupe 3;"C01684; C01794; C01774; C01795";"Ligne T5; T6; T7; T8";T2;2022;100;;99;Non
RATP;;Information voyageurs;Information dynamique en situation normale à bord des véhicules;Tramway;Tramway groupe 1;C01389;Ligne T1;T3;2022;93.9;;95;Non
RATP;;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T2;2022;96.4;;99;Non
RATP;;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Tramway;Tramway groupe 1;C01389;Ligne T1;T3;2022;98.1;;99;Non
RATP;;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Tramway;Tramway groupe 3;"C01684; C01794; C01774; C01795";"Ligne T5; T6; T7; T8";T3;2022;99.7;;99;Non
RATP;;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Tramway;Tramway groupe 1;C01389;Ligne T1;T4;2022;88.1;;99;Non
RATP;;Information voyageurs;Information en cas de grève;Tramway;Tramway groupe 3;"C01684; C01794; C01774; C01795";"Ligne T5; T6; T7; T8";T1;2022;100;;95;Oui
RATP;;Information voyageurs;Information en cas de grève;Tramway;Tramway groupe 1;C01389;Ligne T1;T2;2022;100;;95;Oui
RATP;;Information voyageurs;Information en cas de grève;Tramway;Tramway groupe 1;C01389;Ligne T1;T4;2022;100;;95;Oui
RATP;;Information voyageurs;Information en cas de travaux;Tramway;Tramway groupe 1;C01389;Ligne T1;T2;2022;100;;98.5;Non
RATP;;Information voyageurs;Information en cas de travaux;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T2;2022;100;;98.5;Non
RATP;;Information voyageurs;Information en cas de travaux;Tramway;Tramway groupe 1;C01389;Ligne T1;T4;2022;100;;98.5;Non
RATP;;Information voyageurs;Information statique en situation normale à bord des véhicules;Tramway;Tramway groupe 1;C01389;Ligne T1;T1;2022;100;;99;Non
RATP;;Information voyageurs;Information statique en situation normale à bord des véhicules;Tramway;Tramway groupe 1;C01389;Ligne T1;T2;2022;100;;99;Non
RATP;;Information voyageurs;Information statique en situation normale à bord des véhicules;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T2;2022;100;;99;Non
RATP;;Information voyageurs;Information statique en situation normale à bord des véhicules;Tramway;Tramway groupe 1;C01389;Ligne T1;T3;2022;100;;99;Non
RATP;;Information voyageurs;Information statique en situation normale à bord des véhicules;Tramway;Tramway groupe 1;C01389;Ligne T1;T4;2022;100;;99;Non
RATP;;Information voyageurs;Information statique en situation normale à bord des véhicules;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T4;2022;100;;99;Non
RATP;;Information voyageurs;Information statique en situation normale aux points d'arrêt;Tramway;Tramway groupe 3;"C01684; C01794; C01774; C01795";"Ligne T5; T6; T7; T8";T1;2022;98;;99.5;Non
RATP;;Information voyageurs;Information statique en situation normale aux points d'arrêt;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T2;2022;98.8;;99.5;Non
RATP;;Information voyageurs;Information statique en situation normale aux points d'arrêt;Tramway;Tramway groupe 1;C01389;Ligne T1;T4;2022;98.1;;99.5;Non
RATP;;Information voyageurs;Information statique en situation normale aux points d'arrêt;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T4;2022;99.4;;99.5;Non
RATP;;Propreté;Propreté des stations;Tramway;Tramway groupe 1;C01389;Ligne T1;T1;2022;97.2;;96.39999999999999;Non
RATP;;Propreté;Propreté des stations;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T2;2022;100;;96.5;Non
RATP;;Propreté;Propreté des stations;Tramway;Tramway groupe 3;"C01684; C01794; C01774; C01795";"Ligne T5; T6; T7; T8";T2;2022;99.8;;98;Non
RATP;;Propreté;Propreté des stations;Tramway;Tramway groupe 1;C01389;Ligne T1;T3;2022;95.2;;96.39999999999999;Non
RATP;;Propreté;Propreté des stations;Tramway;Tramway groupe 1;C01389;Ligne T1;T4;2022;99.1;;96.39999999999999;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01738;Ligne K;T1;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Tram-train;;C01999;Ligne T11;T1;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;RER;;C01743;Ligne B;T2;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01737;Ligne H;T2;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01740;Ligne L;T2;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;RER;;C01743;Ligne B;T3;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;RER;;C01743;Ligne B;T4;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01739;Ligne J;T4;2023;99.2;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01738;Ligne K;T4;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Tram-train;;C01999;Ligne T11;T4;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01737;Ligne H;T1;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01740;Ligne L;T1;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01730;Ligne P;T1;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Tram-train;;C01843;Ligne T4;T1;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01731;Ligne R;T2;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01727;Ligne C;T3;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01738;Ligne K;T3;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01741;Ligne U;T3;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01727;Ligne C;T4;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01729;Ligne E;T4;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01739;Ligne J;T4;2023;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01743;Ligne B;T1;2023;98.1;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01727;Ligne C;T2;2023;98.5;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01740;Ligne L;T2;2023;98.6;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01736;Ligne N;T2;2023;98.2;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Tram-train;;C01843;Ligne T4;T2;2023;99.3;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01738;Ligne K;T3;2023;99.6;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01730;Ligne P;T3;2023;97;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01741;Ligne U;T3;2023;99.3;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Tram-train;;C01843;Ligne T4;T3;2023;98;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01727;Ligne C;T4;2023;98;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01728;Ligne D;T4;2023;98.2;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01731;Ligne R;T4;2023;99.5;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;RER;;C01728;Ligne D;T1;2023;67.7;;82.69999999999999;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01730;Ligne P;T1;2023;99;;84.3;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01741;Ligne U;T1;2023;91.7;;84.5;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01740;Ligne L;T2;2023;94.7;;95;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01736;Ligne N;T2;2023;100;;94.69999999999999;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01731;Ligne R;T2;2023;96;;93.8;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01741;Ligne U;T2;2023;72.7;;84.5;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;RER;;C01729;Ligne E;T3;2023;100;;87.3;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01737;Ligne H;T3;2023;100;;95;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01738;Ligne K;T3;2023;100;;95;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01731;Ligne R;T4;2023;96.4;;93.8;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Tram-train;;C01843;Ligne T4;T4;2023;92.2;;87.5;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01742;Ligne A;T1;2023;99.9;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01738;Ligne K;T1;2023;100;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01736;Ligne N;T1;2023;98.5;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01727;Ligne C;T2;2023;95.8;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01738;Ligne K;T2;2023;99.8;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Tram-train;;C01999;Ligne T11;T2;2023;99.9;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01729;Ligne E;T3;2023;99.3;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01727;Ligne C;T4;2023;94.8;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01728;Ligne D;T1;2023;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01728;Ligne D;T3;2023;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01738;Ligne K;T3;2023;;;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Tram-train;;C01843;Ligne T4;T3;2023;;;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Tram-train;;C01999;Ligne T11;T3;2023;;;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01742;Ligne A;T4;2023;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01743;Ligne B;T4;2023;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01738;Ligne K;T4;2023;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01741;Ligne U;T4;2023;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01742;Ligne A;T1;2023;98;;90;Non
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01736;Ligne N;T1;2023;100;;90;Non
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01730;Ligne P;T3;2023;99.1;;90;Non
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01743;Ligne B;T4;2023;99.4;;90;Non
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01727;Ligne C;T4;2023;99.4;;90;Non
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01728;Ligne D;T4;2023;99.7;;90;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01742;Ligne A;T1;2023;96.6;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01727;Ligne C;T1;2023;97;;97;Non
